Extract Method	Translation	Positive	Negative	EmotionRationale
8661 commit 43f24564322456abdf1e7c7e84e25edb393a0010 issue #453: refactor classdefinitionbuilder and invocationbuilder so that invocationbuilder is responsible for generating calls to super() 	8661 commit 43f24564322456abdf1e7c7e84e25edb393a0010 issue #453: refactor classdefinitionbuilder and invocationbuilder so that invocationbuilder is responsible for generating calls to super(	1	-1	 8661[0] commit[0] 43f24564322456abdf1e7c7e84e25edb393a0010[0] issue[0] #453[0] refactor[0] classdefinitionbuilder[0] and[0] invocationbuilder[0] so[0] that[0] invocationbuilder[0] is[0] responsible[0] for[0] generating[0] calls[0] to[0] super[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8703 commit c36aaaa4c946dc2310b702b2865a13a022c2ff1a tests: repofilehandler logging refactoring 	8703 commit c36a4c946dc2310b702b2865a13a022c2ff1a tests: repofilehandler logging refactoring	2	-1	 8703[0] commit[0] c36aaaa4c946dc2310b702b2865a13a022c2ff1a/c36a4c946dc2310b702b2865a13a022c2ff1a[0][+0.6 MultipleLetters] tests[0] repofilehandler[0] logging[0] refactoring[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
8865 commit d0c9575bfec990d74abade133fa79bbaa0f862fc abstracttransformer refactored makenonemptytest in two parts 	8865 commit d0c9575bfec990d74abade133fa79bba0f862fc abstracttransformer refactored makenonemptytest in two parts	1	-1	 8865[0] commit[0] d0c9575bfec990d74abade133fa79bbaa0f862fc/d0c9575bfec990d74abade133fa79bba0f862fc[0] abstracttransformer[0] refactored[0] makenonemptytest[0] in[0] two[0] parts[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8964 commit affdb619a5880ecb8f2b904ef38e329b7d883e96 ceylondoc - refactoring asserts in test 	8964 commit affdb619a5880ecb8f2b904ef38e329b7d883e96 ceylondoc - refactoring asserts in test	1	-1	 8964[0] commit[0] affdb619a5880ecb8f2b904ef38e329b7d883e96[0] ceylondoc[0] refactoring[0] asserts[0] in[0] test[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9572 commit e3f4b90c0bfe784ef977cbe8616398ae7b3ac415 big refactoring of expressiontransformer - reorganised methods into meaningful sections - replaced every reference of tree.* into qualified type names - made a few methods private - renamed some badly named methods and interfaces - added a few fixme - did not change a single line of code functionally 	9572 commit e3f4b90c0bfe784ef977cbe8616398ae7b3ac415 big refactoring of expressiontransformer - reorganised methods into meaningful sections - replaced every reference of tree.<br> into qualified type names - made a few methods private - renamed some badly named methods and interfaces - added a few fixme - did not change a single line of code functionally	1	-1	 9572[0] commit[0] e3f4b90c0bfe784ef977cbe8616398ae7b3ac415[0] big[0] refactoring[0] of[0] expressiontransformer[0] reorganised[0] methods[0] into[0] meaningful[0] sections[0] replaced[0] every[0] reference[0] of[0] tree[0] [[Sentence=-1,1=word max, 1-5]] into[0] qualified[0] type[0] names[0] made[0] a[0] few[0] methods[0] private[0] renamed[0] some[0] badly[-1][--1 LastWordBoosterStrength] named[0] methods[0] and[0] interfaces[0] added[0] a[0] few[0] fixme[0] did[0] not[0] change[0] a[0] single[0] line[0] of[0] code[0] functionally[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9787 commit 510da4f6d49b75188cfd8dfe04328552b83da106 some more refactoring for the creation of getter and setter calls in expressions. introduction of a flag that determines if we're currently handling an expressionstatement. 	9787 commit 510da4f6d49b75188cfd8dfe04328552b83da106 some more refactoring for the creation of getter and setter calls in expressions.<br> introduction of a flag that determines if we're currently handling an expressionstatement.	1	-1	 9787[0] commit[0] 510da4f6d49b75188cfd8dfe04328552b83da106[0] some[0] more[0] refactoring[0] for[0] the[0] creation[0] of[0] getter[0] and[0] setter[0] calls[0] in[0] expressions[0] [[Sentence=-1,1=word max, 1-5]] introduction[0] of[0] a[0] flag[0] that[0] determines[0] if[0] we're[0] currently[0] handling[0] an[0] expressionstatement[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9815 commit d9e147ddcc9de27e1a4f1ea653ef05f68bb611b8 expressiontransformer: #74: refactored transformbinaryoperation to be able to use it for #74 	9815 commit d9e147ddcc9de27e1a4f1ea653ef05f68bb611b8 expressiontransformer: #74: refactored transformbinaryoperation to be able to use it for #74	1	-1	 9815[0] commit[0] d9e147ddcc9de27e1a4f1ea653ef05f68bb611b8[0] expressiontransformer[0] #74[0] refactored[0] transformbinaryoperation[0] to[0] be[0] able[0] to[0] use[0] it[0] for[0] #74[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
9905 commit d6c13b39cc8e66f663368161872403bf45f20e3e refactoring for #226: pass around a typeparameter rather than split it up in parts 	9905 commit d6c13b39cc8e66f663368161872403bf45f20e3e refactoring for #226: pass around a typeparameter rather than split it up in parts	1	-1	 9905[0] commit[0] d6c13b39cc8e66f663368161872403bf45f20e3e[0] refactoring[0] for[0] #226[0] pass[0] around[0] a[0] typeparameter[0] rather[0] than[0] split[0] it[0] up[0] in[0] parts[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10031 commit 071e858472022a580ae4713dd9711145d61debff util: some refactoring and added getdoc for package/module 	10031 commit 071e858472022a580ae4713dd971145d61debff util: some refactoring and added getdoc for package/module	1	-1	 10031[0] commit[0] 071e858472022a580ae4713dd9711145d61debff/071e858472022a580ae4713dd971145d61debff[0] util[0] some[0] refactoring[0] and[0] added[0] getdoc[0] for[0] package/module[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10167 commit 672695f92cd49c752296cf0400a1486acb3e38f4 structuretest: some refactoring for getting a module archive name (jar/car) 	10167 commit 672695f92cd49c752296cf0400a1486acb3e38f4 structuretest: some refactoring for getting a module archive name (jar/car)	1	-1	 10167[0] commit[0] 672695f92cd49c752296cf0400a1486acb3e38f4[0] structuretest[0] some[0] refactoring[0] for[0] getting[0] a[0] module[0] archive[0] name[0] jar/car[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10173 commit 47dfa0eab47065df83ebb09f300377678a1be5b4 jaroutputrepositorymanager.progressivejar: refactoring some stuff 	10173 commit 47dfa0eab47065df83ebb09f300377678a1be5b4 jaroutputrepositorymanager.<br>progressivejar: refactoring some stuff	1	-1	 10173[0] commit[0] 47dfa0eab47065df83ebb09f300377678a1be5b4[0] jaroutputrepositorymanager[0] [[Sentence=-1,1=word max, 1-5]] progressivejar[0] refactoring[0] some[0] stuff[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10352 commit 0da66f6f1f4c0f567ff283da37fe206fd78aac87 modelloader: refactored some methods 	10352 commit 0da66f6f1f4c0f567ff283da37fe206fd78ac87 modelloader: refactored some methods	1	-1	 10352[0] commit[0] 0da66f6f1f4c0f567ff283da37fe206fd78aac87/0da66f6f1f4c0f567ff283da37fe206fd78ac87[0] modelloader[0] refactored[0] some[0] methods[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10460 commit bb6cab37026a07d5411012d33ff88bbdc471aaa6 refactor to eliminate copy/pasted blocks 	10460 commit bb6cab37026a07d5411012d33ff88bbdc471a6 refactor to eliminate copy/pasted blocks	2	-1	 10460[0] commit[0] bb6cab37026a07d5411012d33ff88bbdc471aaa6/bb6cab37026a07d5411012d33ff88bbdc471a6[0][+0.6 MultipleLetters] refactor[0] to[0] eliminate[0] copy/pasted[0] blocks[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
10690 commit 3fffb2177d310b5d994ec26739515b004dc85d40 major refactor of the transformers extracting as much common code into abstracttransformer. 	10690 commit 3ffb2177d310b5d994ec26739515b004dc85d40 major refactor of the transformers extracting as much common code into abstracttransformer.	1	-1	 10690[0] commit[0] 3fffb2177d310b5d994ec26739515b004dc85d40/3ffb2177d310b5d994ec26739515b004dc85d40[0] major[0] refactor[0] of[0] the[0] transformers[0] extracting[0] as[0] much[0] common[0] code[0] into[0] abstracttransformer[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10750 commit 2ca56c7061f54199987871297f1cf4660fb0a499 refactor: change *transformer.convert* to transform* 	10750 commit 2ca56c7061f5419987871297f1cf4660fb0a499 refactor: change *transformer.<br>convert* to transform*	1	-1	 10750[0] commit[0] 2ca56c7061f54199987871297f1cf4660fb0a499/2ca56c7061f5419987871297f1cf4660fb0a499[0] refactor[0] change[0] transformer[0] [[Sentence=-1,1=word max, 1-5]] convert[0] to[0] transform[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
10862 commit 46092911ca5262d6d13ad6f8247c5856854c0536 refactored makeat* methods 	10862 commit 46092911ca5262d6d13ad6f8247c5856854c0536 refactored makeat* methods	1	-1	 10862[0] commit[0] 46092911ca5262d6d13ad6f8247c5856854c0536[0] refactored[0] makeat[0] methods[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11479 commit 71e005f7f7a72bf9277a4447ea36299c273b70c9 refactor 	11479 commit 71e005f7f7a72bf9277a447ea36299c273b70c9 refactor	1	-1	 11479[0] commit[0] 71e005f7f7a72bf9277a4447ea36299c273b70c9/71e005f7f7a72bf9277a447ea36299c273b70c9[0] refactor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
11483 commit 66cc58f5b1355820e105ba70ddf6583a18c2deed start refactoring 	11483 commit 66cc58f5b1355820e105ba70ddf6583a18c2deed start refactoring	1	-1	 11483[0] commit[0] 66cc58f5b1355820e105ba70ddf6583a18c2deed[0] start[0] refactoring[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
